Customer ID,preferred_payment_method,total_spend,addons_spend
11007,Credit Card,1083.54,115.00
11009,Bank Transfer,6291.28,97.83
11010,,0.00,0.00
11012,Bank Transfer,9048.28,144.79
11015,,0.00,0.00
11016,Bank Transfer,8533.71,324.89
11019,,0.00,0.00
11020,PayPal,2697.28,0.00
11022,,0.00,0.00
11025,PayPal,7315.72,0.00
11026,Credit Card,6291.28,88.65
11029,Bank Transfer,10257.12,0.00
11030,PayPal,3184.40,67.28
11031,Credit Card,5394.56,218.09
11032,Bank Transfer,3676.00,81.65
11033,,0.00,0.00
11035,Bank Transfer,15248.98,176.63
11036,Bank Transfer,6068.88,165.37
11037,PayPal,786.41,36.29
11038,PayPal,4045.92,11.77
11039,,0.00,0.00
11042,Bank Transfer,12728.46,24.42
11043,,0.00,0.00
11045,Bank Transfer,4750.10,154.25
11046,PayPal,11757.98,148.86
11047,Bank Transfer,3932.05,18.06
11048,PayPal,4558.72,111.77
11049,Bank Transfer,2359.23,151.22
11050,,0.00,0.00
11052,,0.00,0.00
11053,Bank Transfer,4595.00,0.00
11054,Credit Card,4718.46,0.00
11055,Credit Card,1444.72,123.64
11059,Credit Card,3419.04,0.00
11060,Bank Transfer,786.41,0.00
11061,Credit Card,3145.64,48.25
11062,Credit Card,13581.28,373.70
11063,PayPal,14303.04,251.03
11064,Credit Card,9022.56,99.68
11065,PayPal,5394.56,244.27
11066,Credit Card,2359.23,89.65
11067,Bank Transfer,9632.64,156.85
11070,PayPal,9117.44,12.91
11071,Credit Card,8676.08,31.64
11072,PayPal,4720.24,0.00
11074,Bank Transfer,9595.08,62.05
11075,PayPal,1838.00,130.43
11076,Bank Transfer,2022.96,47.67
11077,Bank Transfer,1083.54,68.80
11078,Credit Card,9197.31,0.00
11079,,0.00,0.00
11081,Credit Card,919.00,132.94
11082,PayPal,4135.50,29.90
11083,PayPal,7977.76,171.10
11084,Bank Transfer,4595.00,153.68
11085,Bank Transfer,5698.40,0.00
11086,PayPal,7417.52,247.78
11087,Bank Transfer,919.00,72.89
11088,,0.00,0.00
11090,,0.00,0.00
11092,,0.00,0.00
11095,Bank Transfer,4558.72,0.00
11096,Credit Card,2297.50,0.00
11100,Credit Card,3419.04,0.00
11101,PayPal,17342.72,358.10
11102,Credit Card,4558.72,201.45
11104,,0.00,0.00
11105,Credit Card,2297.50,0.00
11106,Credit Card,1083.54,46.80
11107,Bank Transfer,9967.28,153.36
11108,PayPal,9285.38,179.95
11109,Bank Transfer,4720.24,177.95
11110,PayPal,7352.00,315.53
11111,PayPal,6743.20,138.82
11113,Credit Card,1805.90,65.77
11114,,0.00,0.00
11115,Credit Card,2167.08,162.14
11117,Bank Transfer,6838.08,143.94
11118,PayPal,15651.68,271.56
11121,PayPal,2167.08,28.67
11122,Bank Transfer,4005.08,214.37
11123,Bank Transfer,2889.44,0.00
11124,PayPal,919.00,179.31
11127,Bank Transfer,3676.00,228.18
11128,Bank Transfer,15215.19,242.02
11129,Bank Transfer,2757.00,132.13
11131,Bank Transfer,6838.08,166.05
11132,Credit Card,8271.00,333.30
11133,,0.00,0.00
11134,PayPal,6068.88,84.41
11137,,0.00,0.00
11138,Credit Card,1805.90,0.00
11139,Credit Card,11123.40,192.37
11140,Credit Card,3924.94,290.22
11143,Bank Transfer,11283.14,14.90
11144,Credit Card,23934.48,281.78
11145,Credit Card,4759.54,209.70
11146,PayPal,16690.12,444.47
11147,,0.00,0.00
11149,,0.00,0.00
11152,,0.00,0.00
11153,Credit Card,2757.00,169.84
11155,Bank Transfer,6838.08,191.01
11157,PayPal,4558.72,31.60
11159,Credit Card,5394.56,161.17
11162,Bank Transfer,5698.40,0.00
11163,Credit Card,2757.00,49.43
11165,Credit Card,3419.04,94.34
11168,Bank Transfer,3145.64,0.00
11169,Credit Card,9834.69,135.11
11170,,0.00,0.00
11171,PayPal,3924.94,105.31
11174,,0.00,0.00
11175,Bank Transfer,5394.56,0.00
11176,Bank Transfer,7077.69,94.21
11177,,0.00,0.00
11180,Credit Card,2297.50,162.73
11181,Bank Transfer,5394.56,154.05
11182,PayPal,8813.60,133.25
11184,Bank Transfer,1572.82,248.68
11185,Credit Card,2528.26,80.62
11186,Credit Card,11009.74,98.72
11187,Credit Card,1378.50,16.44
11188,Bank Transfer,459.50,180.91
11189,,0.00,0.00
11190,Credit Card,4976.64,270.24
11191,PayPal,5716.54,153.89
11192,PayPal,10426.78,197.44
11193,Credit Card,3216.50,223.00
11195,Bank Transfer,9117.44,88.67
11196,PayPal,1444.72,205.64
11197,PayPal,3371.60,55.59
11198,Credit Card,6652.46,155.94
11200,Bank Transfer,7864.10,72.93
11201,Bank Transfer,7417.52,16.86
11202,PayPal,2889.44,0.00
11203,Credit Card,3676.00,188.30
11205,,0.00,0.00
11206,Credit Card,3676.00,0.00
11207,Bank Transfer,4595.00,86.14
11209,Bank Transfer,12095.12,74.62
11210,Bank Transfer,22071.84,91.70
11211,PayPal,1139.68,185.52
11212,,0.00,0.00
11213,PayPal,3419.04,0.00
11214,Credit Card,4135.50,150.45
11215,Bank Transfer,6743.20,15.14
11216,Credit Card,786.41,143.83
11217,Credit Card,6068.88,103.83
11218,PayPal,8988.56,349.97
11219,,0.00,0.00
11220,PayPal,3145.64,238.15
11222,Bank Transfer,3371.60,140.24
11224,Bank Transfer,3145.64,112.36
11225,,0.00,0.00
11226,Bank Transfer,7752.01,90.96
11228,Credit Card,2022.96,0.00
11231,Bank Transfer,5504.87,114.95
11232,Bank Transfer,5394.56,43.64
11233,PayPal,1572.82,41.09
11235,Bank Transfer,7977.76,0.00
11236,PayPal,1572.82,63.77
11237,Credit Card,361.18,82.35
11240,Credit Card,2359.23,39.61
11241,PayPal,722.36,0.00
11242,Bank Transfer,3250.62,188.38
11243,,0.00,0.00
11244,,0.00,0.00
11245,PayPal,2167.08,52.55
11246,Credit Card,6068.88,151.30
11247,PayPal,10487.72,281.70
11249,PayPal,8394.31,0.00
11250,Bank Transfer,1083.54,179.89
11251,Credit Card,5394.56,193.90
11252,,0.00,0.00
11253,,0.00,0.00
11254,,0.00,0.00
11255,Bank Transfer,3371.60,65.28
11257,Bank Transfer,4823.44,26.75
11258,Credit Card,3381.04,236.57
11260,Credit Card,2528.26,19.55
11261,PayPal,6838.08,118.51
11263,PayPal,6838.08,237.39
11265,,0.00,0.00
11266,Bank Transfer,2167.08,83.91
11267,PayPal,722.36,0.00
11269,PayPal,10257.12,0.00
11270,Credit Card,9781.98,580.85
11271,Credit Card,3081.59,332.45
11272,Credit Card,6743.20,168.70
11274,PayPal,361.18,126.00
11275,,0.00,0.00
11276,PayPal,4045.92,87.40
11278,Bank Transfer,7292.28,202.69
11279,,0.00,0.00
11280,Credit Card,4464.58,157.96
11281,Credit Card,11396.80,177.80
11282,Bank Transfer,1139.68,203.70
11283,,0.00,0.00
11284,,0.00,0.00
11285,PayPal,2697.28,133.37
11286,Credit Card,361.18,0.00
11287,,0.00,0.00
11288,Bank Transfer,4595.00,63.07
11289,PayPal,5698.40,81.34
11290,Credit Card,6743.20,34.69
11291,Bank Transfer,1805.90,95.79
11293,Credit Card,10336.99,79.92
11294,Bank Transfer,919.00,0.00
11295,Bank Transfer,10451.07,230.67
11300,PayPal,722.36,71.13
11301,Credit Card,5219.04,79.42
11303,PayPal,5054.50,227.17
11305,Credit Card,3419.04,123.76
11306,Bank Transfer,4135.50,233.11
11307,,0.00,0.00
11308,,0.00,0.00
11309,PayPal,17301.02,363.96
11310,Credit Card,16653.84,275.68
11311,PayPal,2297.50,60.32
11312,Credit Card,5490.64,109.11
11313,,0.00,0.00
11317,,0.00,0.00
11318,,0.00,0.00
11319,,0.00,0.00
11322,Credit Card,10257.12,66.32
11323,Credit Card,5504.87,56.74
11324,Bank Transfer,7740.64,306.16
11325,Bank Transfer,1838.00,0.00
11326,,0.00,0.00
11327,Credit Card,3611.80,69.57
11328,PayPal,2697.28,0.00
11331,Credit Card,1348.64,35.07
11332,PayPal,26725.65,240.24
11333,Bank Transfer,3145.64,129.19
11334,PayPal,6291.28,17.39
11335,,0.00,0.00
11336,PayPal,4720.24,0.00
11337,,0.00,0.00
11338,Credit Card,3216.50,0.00
11339,Bank Transfer,1805.90,25.36
11340,PayPal,786.41,17.30
11342,PayPal,7995.90,266.33
11343,Bank Transfer,459.50,0.00
11344,,0.00,0.00
11346,PayPal,1378.50,52.06
11347,PayPal,2528.26,11.82
11349,,0.00,0.00
11350,Credit Card,2889.44,181.13
11351,Credit Card,6414.86,142.45
11354,Credit Card,1805.90,127.86
11355,Credit Card,3611.80,196.15
11357,Bank Transfer,9834.69,0.00
11359,Credit Card,5843.08,88.15
11360,Credit Card,1805.90,91.06
11361,Credit Card,5394.56,111.32
11362,Bank Transfer,13666.10,302.32
11363,Bank Transfer,6068.88,58.82
11364,Credit Card,4398.36,392.56
11365,Bank Transfer,2889.44,41.83
11366,,0.00,0.00
11367,PayPal,1139.68,129.24
11368,,0.00,0.00
11369,PayPal,2697.28,100.76
11370,Bank Transfer,3371.60,73.74
11372,Bank Transfer,2889.44,126.88
11373,PayPal,5698.40,97.85
11374,,0.00,0.00
11375,,0.00,0.00
11377,,0.00,0.00
11378,,0.00,0.00
11379,Bank Transfer,2022.96,20.33
11380,Bank Transfer,4720.24,0.00
11382,PayPal,7864.10,0.00
11383,Bank Transfer,4595.00,120.62
11384,Credit Card,9500.20,174.01
11385,,0.00,0.00
11386,Bank Transfer,2757.00,0.00
11387,Bank Transfer,11140.40,78.29
11388,PayPal,6068.88,0.00
11389,Credit Card,13146.57,81.99
11390,PayPal,2022.96,238.62
11392,PayPal,4695.34,282.71
11393,PayPal,5548.12,93.42
11394,,0.00,0.00
11395,,0.00,0.00
11396,PayPal,722.36,0.00
11397,Credit Card,4135.50,88.56
11398,PayPal,3676.00,0.00
11399,,0.00,0.00
11402,Credit Card,2279.36,24.89
11403,,0.00,0.00
11404,Credit Card,1572.82,38.60
11405,Bank Transfer,6291.28,169.10
11406,PayPal,9117.44,158.80
11409,PayPal,786.41,213.08
11411,PayPal,2889.44,0.00
11412,Bank Transfer,3250.62,14.75
11415,Bank Transfer,7922.82,60.08
11416,PayPal,10114.80,265.06
11417,Bank Transfer,1139.68,89.21
11418,Bank Transfer,7977.97,65.42
11420,PayPal,1572.82,161.90
11421,PayPal,7775.22,61.84
11422,Bank Transfer,459.50,156.68
11423,Credit Card,9595.08,108.26
11426,Bank Transfer,7864.10,142.35
11427,PayPal,4398.21,232.06
11429,Credit Card,9117.44,103.37
11430,Credit Card,6068.88,0.00
11431,PayPal,13175.64,44.49
11432,PayPal,1838.00,0.00
11433,PayPal,7537.19,153.23
11435,PayPal,3676.00,10.69
11436,PayPal,1572.82,150.83
11438,PayPal,2757.00,0.00
11439,Bank Transfer,8234.72,24.43
11440,Credit Card,10275.26,141.02
11442,Credit Card,5698.40,114.03
11444,PayPal,3447.26,35.27
11445,,0.00,0.00
11446,PayPal,12232.64,114.17
11447,,0.00,0.00
11448,,0.00,0.00
11449,Credit Card,8385.10,390.64
11452,Bank Transfer,3611.80,76.02
11453,Credit Card,919.00,33.29
11455,,0.00,0.00
11456,Bank Transfer,1444.72,71.66
11458,Bank Transfer,7977.76,219.66
11459,PayPal,8131.18,323.74
11461,Credit Card,6291.28,47.10
11462,PayPal,1444.72,76.58
11463,PayPal,14398.52,291.09
11464,PayPal,7417.52,154.26
11465,Credit Card,1805.90,73.51
11466,PayPal,4045.92,135.74
11469,,0.00,0.00
11470,PayPal,4117.36,93.79
11471,,0.00,0.00
11473,Credit Card,2363.72,85.53
11475,Credit Card,9203.00,299.12
11476,PayPal,29937.93,198.42
11477,,0.00,0.00
11478,PayPal,6068.88,115.87
11481,,0.00,0.00
11482,Credit Card,7077.69,0.00
11483,Credit Card,11573.75,0.00
11485,PayPal,1083.54,0.00
11487,,0.00,0.00
11488,Bank Transfer,4718.46,0.00
11489,PayPal,9117.44,0.00
11492,,0.00,0.00
11493,,0.00,0.00
11495,Credit Card,1805.90,73.40
11496,Bank Transfer,4558.72,56.60
11497,,0.00,0.00
11498,,0.00,0.00
11500,PayPal,919.00,0.00
11502,Bank Transfer,6158.46,260.44
11503,Credit Card,3216.50,78.21
11505,Credit Card,459.50,0.00
11506,,0.00,0.00
11507,Bank Transfer,10234.47,40.64
11508,Credit Card,361.18,60.02
11509,Credit Card,20514.24,83.89
11511,,0.00,0.00
11513,Credit Card,1444.72,83.08
11514,,0.00,0.00
11516,Credit Card,9117.44,182.49
11518,,0.00,0.00
11519,PayPal,1572.82,190.28
11525,Bank Transfer,3371.60,0.00
11526,Credit Card,1572.82,82.84
11527,PayPal,3216.50,0.00
11529,Credit Card,1572.82,22.49
11530,Bank Transfer,1572.82,133.81
11531,Bank Transfer,10770.13,0.00
11536,,0.00,0.00
11538,,0.00,0.00
11541,Bank Transfer,6460.31,99.60
11543,Credit Card,1378.50,75.27
11544,Bank Transfer,2297.50,125.13
11545,Bank Transfer,6949.59,120.80
11547,PayPal,5504.87,25.82
11552,PayPal,7079.47,179.69
11553,Bank Transfer,1805.90,220.84
11555,Bank Transfer,2363.72,198.34
11557,Credit Card,11340.66,71.65
11558,Bank Transfer,6564.68,187.59
11559,PayPal,3250.62,134.87
11560,PayPal,7536.40,0.00
11561,Credit Card,2480.22,150.19
11562,,0.00,0.00
11563,Credit Card,21124.32,344.14
11564,,0.00,0.00
11565,,0.00,0.00
11566,Credit Card,7864.10,47.44
11567,Credit Card,8444.13,341.45
11568,Credit Card,6067.10,318.03
11569,,0.00,0.00
11570,,0.00,0.00
11571,,0.00,0.00
11572,,0.00,0.00
11575,Credit Card,3732.78,189.29
11577,,0.00,0.00
11578,PayPal,16326.00,0.00
11580,Credit Card,8465.32,230.42
11581,PayPal,9271.46,33.76
11582,,0.00,0.00
11587,,0.00,0.00
11593,Credit Card,1838.00,26.10
11597,Bank Transfer,4595.00,135.42
11599,PayPal,9744.32,0.00
11600,PayPal,7529.61,110.68
11601,PayPal,11856.30,183.67
11602,PayPal,4558.72,85.09
11604,PayPal,2359.23,53.47
11606,Bank Transfer,2167.08,92.44
11607,PayPal,2022.96,31.49
11608,PayPal,1348.64,73.47
11610,Credit Card,1378.50,0.00
11611,Bank Transfer,2022.96,0.00
11612,,0.00,0.00
11613,Bank Transfer,2359.23,24.70
11614,Bank Transfer,1378.50,65.54
11616,Bank Transfer,459.50,31.53
11617,PayPal,722.36,0.00
11618,Bank Transfer,12745.44,216.02
11619,,0.00,0.00
11620,,0.00,0.00
11621,PayPal,6838.08,79.25
11624,PayPal,7077.69,152.99
11625,PayPal,722.36,0.00
11626,Bank Transfer,7077.69,0.00
11627,PayPal,4201.72,283.10
11629,Bank Transfer,4595.00,41.40
11630,Bank Transfer,3371.60,164.22
11631,Bank Transfer,2164.91,199.28
11632,Credit Card,5224.94,111.35
11634,,0.00,0.00
11635,Credit Card,10144.84,181.41
11636,,0.00,0.00
11638,Credit Card,6059.58,99.68
11639,PayPal,3145.64,93.82
11640,,0.00,0.00
11642,Credit Card,5504.87,74.49
11646,PayPal,3892.91,166.52
11647,Credit Card,1444.72,198.13
11648,Credit Card,6068.88,215.34
11649,Credit Card,1378.50,57.08
11650,PayPal,3972.98,139.34
11651,Bank Transfer,3932.05,64.81
11653,PayPal,919.00,149.10
11656,Bank Transfer,2022.96,86.21
11657,,0.00,0.00
11658,PayPal,7077.69,69.04
11659,Bank Transfer,2528.26,0.00
11660,Bank Transfer,6420.76,208.92
11661,Bank Transfer,3675.85,98.00
11662,,0.00,0.00
11663,Credit Card,4720.24,119.46
11665,,0.00,0.00
11666,PayPal,5698.40,0.00
11668,PayPal,10257.12,21.08
11669,PayPal,10113.02,613.83
11670,Bank Transfer,4919.90,204.82
11671,PayPal,8428.11,353.86
11673,Credit Card,4135.50,219.72
11674,Bank Transfer,8338.94,273.23
11677,PayPal,6433.00,313.42
11678,Bank Transfer,6229.55,13.83
11679,PayPal,6773.06,424.14
11680,,0.00,0.00
11681,,0.00,0.00
11682,Bank Transfer,1348.64,125.56
11683,PayPal,722.36,66.47
11684,PayPal,2279.36,167.98
11685,,0.00,0.00
11686,Bank Transfer,3216.50,152.16
11687,Bank Transfer,6556.46,140.97
11688,PayPal,1139.68,211.46
11689,Credit Card,1838.00,80.25
11690,PayPal,8650.51,291.95
11691,,0.00,0.00
11692,,0.00,0.00
11693,PayPal,3371.60,0.00
11694,PayPal,361.18,0.00
11695,,0.00,0.00
11696,PayPal,14607.30,118.07
11697,,0.00,0.00
11698,Bank Transfer,4135.50,16.23
11699,Credit Card,3932.05,130.00
11701,PayPal,6068.88,0.00
11702,PayPal,4045.92,0.00
11704,Credit Card,1139.68,138.89
11705,Bank Transfer,3932.05,144.22
11706,Bank Transfer,6820.50,162.25
11708,,0.00,0.00
11709,Bank Transfer,2528.26,0.00
11710,Credit Card,11276.24,545.70
11712,Credit Card,4045.92,33.61
11714,PayPal,16115.26,144.87
11715,Bank Transfer,6261.04,243.43
11716,PayPal,2757.00,0.00
11717,,0.00,0.00
11718,Bank Transfer,3611.80,0.00
11719,PayPal,5778.88,270.58
11721,Bank Transfer,10113.02,226.08
11723,Credit Card,2528.26,92.79
11724,Bank Transfer,2528.26,50.21
11727,Bank Transfer,2889.44,82.68
11730,PayPal,14913.33,493.83
11731,Credit Card,4558.72,199.72
11732,Bank Transfer,5698.40,53.02
11733,Credit Card,10416.86,153.23
11734,PayPal,2757.00,74.98
11735,Credit Card,2697.28,253.37
11736,PayPal,4075.78,187.74
11738,PayPal,2359.23,53.27
11739,Credit Card,5698.40,95.84
11740,,0.00,0.00
11741,,0.00,0.00
11742,Credit Card,4558.72,125.84
11743,PayPal,3371.60,87.61
11744,Credit Card,5484.14,250.90
11745,Bank Transfer,8650.51,40.45
11746,Bank Transfer,5018.22,0.00
11747,Credit Card,12137.76,93.77
11749,Bank Transfer,5394.56,128.62
11750,PayPal,5269.32,43.67
11751,Bank Transfer,6291.28,84.96
11755,Bank Transfer,5698.40,140.94
11757,,0.00,0.00
11758,Credit Card,1083.54,0.00
11759,,0.00,0.00
11761,Credit Card,16195.13,249.52
11762,Credit Card,10200.98,89.94
11764,Bank Transfer,3145.64,53.72
11765,PayPal,2279.36,26.77
11766,Credit Card,2022.96,18.91
11767,PayPal,1348.64,192.27
11768,PayPal,1139.68,44.72
11770,Bank Transfer,7864.10,0.00
11776,Credit Card,1139.68,62.15
11777,,0.00,0.00
11778,Credit Card,3145.64,176.56
11779,Bank Transfer,1572.82,0.00
11781,PayPal,6068.88,200.66
11782,Bank Transfer,1572.82,51.12
11783,PayPal,361.18,100.96
11785,Credit Card,5955.01,175.86
11786,PayPal,919.00,139.25
11788,PayPal,1572.82,143.39
11789,Credit Card,9117.44,0.00
11790,PayPal,10054.58,187.32
11791,Credit Card,1083.54,131.49
11793,,0.00,0.00
11794,PayPal,6838.08,99.87
11798,Bank Transfer,3371.60,29.09
11800,Bank Transfer,1572.82,0.00
11801,,0.00,0.00
11803,Bank Transfer,2297.50,214.68
11804,Credit Card,3676.00,40.23
11805,,0.00,0.00
11806,,0.00,0.00
11807,PayPal,919.00,0.00
11808,Credit Card,9440.48,267.96
11809,,0.00,0.00
11810,Bank Transfer,5394.56,135.04
11811,PayPal,10257.12,63.59
11812,Bank Transfer,2359.23,136.40
11813,Credit Card,9117.44,34.66
11814,,0.00,0.00
11815,Credit Card,16195.13,228.31
11816,Credit Card,5394.56,12.01
11820,Credit Card,4045.92,18.23
11821,Credit Card,4135.50,60.95
11827,PayPal,14647.42,329.41
11828,PayPal,9710.32,240.01
11829,Credit Card,919.00,0.00
11830,Credit Card,8410.90,289.37
11831,Bank Transfer,674.32,0.00
11833,Bank Transfer,3250.62,62.79
11837,Bank Transfer,10257.12,0.00
11840,PayPal,3676.00,0.00
11841,Bank Transfer,6291.28,155.74
11842,Bank Transfer,10257.12,0.00
11843,PayPal,7030.84,39.14
11844,,0.00,0.00
11845,Credit Card,7104.38,88.75
11847,,0.00,0.00
11848,PayPal,3419.04,0.00
11849,Bank Transfer,1139.68,144.26
11852,Credit Card,9117.44,119.30
11853,Bank Transfer,7922.82,128.65
11855,PayPal,14303.04,27.56
11856,Bank Transfer,9436.92,189.55
11857,,0.00,0.00
11860,Credit Card,1805.90,186.11
11861,PayPal,919.00,0.00
11862,Credit Card,9438.70,115.27
11864,,0.00,0.00
11865,PayPal,1083.54,0.00
11866,Credit Card,4390.30,315.21
11867,,0.00,0.00
11868,PayPal,6291.28,0.00
11869,Credit Card,3932.05,0.00
11870,Bank Transfer,11185.58,153.90
11873,Credit Card,4720.24,0.00
11874,PayPal,674.32,132.02
11875,Credit Card,3676.00,47.26
11876,,0.00,0.00
11877,PayPal,2697.28,90.35
11878,PayPal,3657.86,94.15
11879,Bank Transfer,2697.28,151.21
11880,Bank Transfer,3611.80,28.16
11881,,0.00,0.00
11882,Bank Transfer,5891.16,297.06
11883,,0.00,0.00
11885,Bank Transfer,6291.28,11.59
11889,Credit Card,1378.50,55.30
11890,Credit Card,11796.15,85.55
11891,,0.00,0.00
11892,Credit Card,2167.08,188.21
11893,Bank Transfer,3371.60,165.02
11894,Bank Transfer,6291.28,197.53
11895,Credit Card,6838.08,0.00
11896,PayPal,2167.08,13.32
11897,Credit Card,3145.64,188.92
11898,PayPal,3676.00,119.96
11899,,0.00,0.00
11900,Bank Transfer,3371.60,0.00
11901,Credit Card,22793.60,26.27
11903,Credit Card,4960.44,136.13
11904,PayPal,10257.12,130.32
11905,PayPal,7077.69,120.68
11909,PayPal,2528.26,155.84
11910,Bank Transfer,4558.72,0.00
11911,Credit Card,3611.80,0.00
11912,Credit Card,21451.38,543.20
11913,,0.00,0.00
11914,Credit Card,1378.50,0.00
11917,PayPal,9117.44,139.00
11921,,0.00,0.00
11922,Credit Card,9135.58,0.00
11923,PayPal,2279.36,91.40
11925,,0.00,0.00
11926,Bank Transfer,5081.42,187.55
11927,PayPal,3676.00,0.00
11928,,0.00,0.00
11931,Credit Card,5698.40,0.00
11932,PayPal,11092.96,59.91
11933,Credit Card,5698.40,27.59
11935,Bank Transfer,1083.54,209.77
11936,PayPal,6291.28,185.83
11937,Bank Transfer,7077.69,31.31
11938,,0.00,0.00
11940,Credit Card,4720.24,86.85
11941,Bank Transfer,5394.56,0.00
11942,Credit Card,6743.20,57.10
11943,Bank Transfer,10054.58,267.87
11944,Bank Transfer,5394.56,205.34
11945,,0.00,0.00
11946,Credit Card,2279.36,128.50
11947,Bank Transfer,4524.14,30.75
11949,,0.00,0.00
11950,PayPal,4595.00,0.00
11951,Bank Transfer,4857.71,160.64
11953,Bank Transfer,4135.50,0.00
11954,PayPal,5678.54,205.55
11955,Bank Transfer,7024.94,35.73
11957,Credit Card,361.18,169.34
11958,PayPal,1348.64,0.00
11959,Bank Transfer,674.32,30.20
11960,Bank Transfer,6564.68,76.11
11961,Bank Transfer,7447.38,164.89
11962,Credit Card,4135.50,142.01
11963,Bank Transfer,4720.24,99.56
11964,Bank Transfer,3419.04,53.33
11966,Credit Card,2757.00,0.00
11967,PayPal,6291.28,190.76
11969,PayPal,7077.69,64.23
11970,Credit Card,3371.60,207.73
11971,,0.00,0.00
11972,Credit Card,722.36,0.00
11973,Credit Card,4720.24,156.51
11974,Bank Transfer,722.36,0.00
11975,Credit Card,2592.31,256.89
11977,PayPal,2297.50,185.32
11978,PayPal,10495.94,14.64
11979,Credit Card,1805.90,0.00
11983,Bank Transfer,8755.49,151.97
11985,,0.00,0.00
11986,,0.00,0.00
11987,PayPal,12071.12,369.03
11988,PayPal,3643.90,203.52
11989,,0.00,0.00
11990,PayPal,11878.00,319.47
11992,,0.00,0.00
11994,,0.00,0.00
11996,Credit Card,7977.76,86.49
11999,Bank Transfer,1378.50,32.77
12000,Bank Transfer,2889.44,166.11
12002,Bank Transfer,3145.64,29.98
12003,Bank Transfer,9662.88,220.91
12004,PayPal,3198.36,233.69
12005,Credit Card,7977.76,0.00
12007,Bank Transfer,7077.69,174.73
12009,,0.00,0.00
12010,Bank Transfer,3611.80,155.38
12011,PayPal,5955.01,206.12
12012,,0.00,0.00
12015,Credit Card,9117.44,137.68
12016,PayPal,14303.04,109.27
12017,PayPal,3419.04,0.00
12018,Credit Card,3145.64,0.00
12020,Credit Card,1348.64,98.89
12022,PayPal,459.50,100.09
12023,Credit Card,2757.00,149.58
12025,Credit Card,5504.87,10.47
12026,Credit Card,459.50,71.48
12027,PayPal,11396.80,172.89
12028,,0.00,0.00
12029,,0.00,0.00
12030,PayPal,4135.50,0.00
12031,Bank Transfer,7809.34,0.00
12032,,0.00,0.00
12034,Bank Transfer,3932.05,44.07
12035,PayPal,6743.20,100.84
12036,PayPal,2071.00,174.89
12038,Credit Card,2757.00,0.00
12039,Credit Card,11396.80,28.83
12041,PayPal,2167.08,174.34
12043,,0.00,0.00
12044,Credit Card,9117.44,190.96
12045,,0.00,0.00
12048,,0.00,0.00
12049,Bank Transfer,10161.60,171.96
12051,,0.00,0.00
12052,Bank Transfer,8947.64,62.89
12054,PayPal,8394.31,97.78
12055,Bank Transfer,3216.50,0.00
12056,,0.00,0.00
12057,Bank Transfer,1139.68,51.13
12058,PayPal,11909.81,168.33
12059,Bank Transfer,6068.88,185.17
12061,Bank Transfer,459.50,10.73
12062,PayPal,722.36,11.40
12063,PayPal,4141.40,269.66
12064,Credit Card,4629.12,74.55
12065,Bank Transfer,674.32,0.00
12066,,0.00,0.00
12069,PayPal,9117.44,31.21
12070,PayPal,7977.76,0.00
12071,,0.00,0.00
12073,PayPal,4045.92,173.52
12074,Bank Transfer,6291.28,171.25
12076,Bank Transfer,2528.26,19.73
12079,PayPal,3515.72,204.15
12081,Bank Transfer,7504.30,186.95
12082,Credit Card,8271.00,126.88
12083,,0.00,0.00
12084,Bank Transfer,5394.56,0.00
12086,Bank Transfer,5504.87,0.00
12087,PayPal,11556.54,197.36
12088,Credit Card,3932.05,204.08
12091,Bank Transfer,9374.40,268.31
12092,Bank Transfer,3676.00,83.51
12093,Credit Card,11123.61,156.56
12094,PayPal,6935.36,323.72
12095,,0.00,0.00
12097,Bank Transfer,1444.72,62.06
12098,Bank Transfer,13868.92,0.00
12101,,0.00,0.00
12102,Credit Card,2757.00,0.00
12103,,0.00,0.00
12104,,0.00,0.00
12105,Bank Transfer,2757.00,0.00
12107,Credit Card,2697.28,49.74
12108,Credit Card,2560.36,223.18
12109,Bank Transfer,5184.62,100.13
12110,PayPal,2697.28,102.93
12111,,0.00,0.00
12115,Bank Transfer,674.32,52.60
12116,Credit Card,3676.00,0.00
12118,Credit Card,4037.18,130.56
12124,PayPal,13836.91,339.28
12127,PayPal,6802.92,136.09
12128,Bank Transfer,1572.82,60.35
12130,Credit Card,10257.12,84.47
12131,,0.00,0.00
12132,Credit Card,13676.16,259.05
12134,PayPal,2022.96,138.91
12135,Bank Transfer,3611.80,46.40
12136,PayPal,9640.37,345.81
12137,PayPal,3371.60,0.00
12138,PayPal,22617.28,439.85
12140,Bank Transfer,11396.80,343.17
12141,PayPal,2757.00,27.08
12142,Bank Transfer,10257.12,111.36
12143,Bank Transfer,4595.00,45.99
12144,,0.00,0.00
12146,Bank Transfer,13221.30,403.34
12147,,0.00,0.00
12148,Bank Transfer,7077.69,204.54
12149,PayPal,1348.64,10.88
12150,,0.00,0.00
12151,,0.00,0.00
12152,Credit Card,919.00,237.68
12153,Credit Card,5698.40,127.49
12154,Bank Transfer,2889.44,213.82
12155,PayPal,1348.64,0.00
12156,,0.00,0.00
12157,PayPal,2297.50,184.03
12158,PayPal,11910.02,81.75
12159,PayPal,6400.90,26.05
12161,Bank Transfer,3676.00,185.03
12162,PayPal,1444.72,87.29
12163,Credit Card,1838.00,82.64
12164,,0.00,0.00
12165,PayPal,4595.00,210.42
